yr,Age,gear_group,freq_in_gear,freq_in_pop,selectivity
2017,0,Demtrawl,0,0.094736041230768,0
2017,0,Gill,0,0.094736041230768,0
2017,0,PelTrawl,0,0.094736041230768,0
2017,0,Seines,0,0.094736041230768,0
2017,0,HookLine,0,0.094736041230768,0
2017,0,Other,0,0.094736041230768,0
2017,1,Gill,0,0.29921725444853,0
2017,1,HookLine,0,0.29921725444853,0
2017,1,PelTrawl,0,0.29921725444853,0
2017,1,Other,0,0.29921725444853,0
2017,1,Demtrawl,0,0.29921725444853,0
2017,1,Seines,0,0.29921725444853,0
2017,10,Gill,0.10912312541086,0.0176195721076915,0.000619329032191557
2017,10,Demtrawl,0.111414640152609,0.0176195721076915,0.000632334539520244
2017,10,Other,0.0840869750466778,0.0176195721076915,0.000477236192415655
2017,10,PelTrawl,0.0728306704023114,0.0176195721076915,0.000413350959700766
2017,10,HookLine,0.0109590238498884,0.0176195721076915,6.21980135664274e-05
2017,10,Seines,0.0481031907211106,0.0176195721076915,0.000273009982462128
2017,11,Gill,0.101907952116675,0.00932846055418796,0.00109244126107093
2017,11,Demtrawl,0.0980228718950199,0.00932846055418796,0.00105079365802767
2017,11,Other,0.0767068423234055,0.00932846055418796,0.000822288328045385
2017,11,HookLine,0.0523920761224618,0.00932846055418796,0.000561636894084744
2017,11,Seines,0.0399200186928744,0.00932846055418796,0.00042793790530585
2017,11,PelTrawl,0.0785229674531437,0.00932846055418796,0.000841756975837683
2017,12,HookLine,0.0725433411924145,0.00522412886080864,0.00138862082320813
2017,12,Other,0.0235863824782568,0.00522412886080864,0.000451489293367199
2017,12,Seines,0.0217903926984466,0.00522412886080864,0.000417110551424523
2017,12,PelTrawl,0.0250311218399388,0.00522412886080864,0.00047914441827272
2017,12,Gill,0.0466299102292793,0.00522412886080864,0.000892587290085748
2017,12,Demtrawl,0.0492298665747087,0.00522412886080864,0.000942355517759729
2017,13,Seines,0.0217093652959652,0.00465530864711039,0.000466335681296674
2017,13,Gill,0.0370760667274397,0.00465530864711039,0.000796425533470339
2017,13,Other,0.023598637132665,0.00465530864711039,0.000506918851606391
2017,13,PelTrawl,0.0272596477162689,0.00465530864711039,0.000585560481219421
2017,13,Demtrawl,0.0462370997176765,0.00465530864711039,0.000993212335048428
2017,13,HookLine,0.0183173157936418,0.00465530864711039,0.000393471565091857
2017,14,PelTrawl,0.00892450389183843,0.00372402202047588,0.000239646915157016
2017,14,Gill,0.0162676401919994,0.00372402202047588,0.000436829860364805
2017,14,Seines,0.0112484509119506,0.00372402202047588,0.000302051138529873
2017,14,Demtrawl,0.0124233739714214,0.00372402202047588,0.000333600980421536
2017,14,HookLine,0,0.00372402202047588,0
2017,14,Other,0.00676933826489283,0.00372402202047588,0.000181774925810664
2017,15,Demtrawl,0.0218496321568241,0.00224748695401178,0.000972180600106368
2017,15,PelTrawl,0.0138127527408975,0.00224748695401178,0.000614586559278647
2017,15,HookLine,0.0194323308130825,0.00224748695401178,0.000864624854813758
2017,15,Other,0.0107879142422539,0.00224748695401178,0.000479998970538956
2017,15,Gill,0.0208384630770629,0.00224748695401178,0.000927189501138866
2017,15,Seines,0.0142456727670212,0.00224748695401178,0.000633848963687755
2017,16,HookLine,0.0206751892564297,0.000879797895019328,0.002349993035159
2017,16,Other,0.00327270994416466,0.000879797895019328,0.000371984288970453
2017,16,Seines,0.000812758754611528,0.000879797895019328,9.23801658554404e-05
2017,16,Demtrawl,0.00376537181998672,0.000879797895019328,0.000427981453616003
2017,16,PelTrawl,0.00675363420196199,0.000879797895019328,0.000767634730680234
2017,16,Gill,0.00218583227514938,0.000879797895019328,0.000248447090806163
2017,17,Other,0.00254891533955454,0.000481273669581017,0.000529618697356444
2017,17,Seines,0,0.000481273669581017,0
2017,17,Gill,0.00527098226643144,0.000481273669581017,0.00109521517581051
2017,17,HookLine,0.0303899966675662,0.000481273669581017,0.00631449393315509
2017,17,PelTrawl,0.00839512522211857,0.000481273669581017,0.00174435581099359
2017,17,Demtrawl,0.013345708974015,0.000481273669581017,0.00277299794639366
2017,18,Seines,0,0.000687805690775506,0
2017,18,PelTrawl,0,0.000687805690775506,0
2017,18,Gill,0.000528568998963572,0.000687805690775506,7.68485934403373e-05
2017,18,Demtrawl,0.00420159482356541,0.000687805690775506,0.000610869447565645
2017,18,HookLine,0.000503570113771694,0.000687805690775506,7.32140080440328e-05
2017,18,Other,0.00143059902475657,0.000687805690775506,0.000207994647898822
2017,19,Gill,0.00648214554396927,0.000126198312580755,0.00513647560843679
2017,19,Demtrawl,0.000868455036199611,0.000126198312580755,0.000688166916371314
2017,19,Other,0.00102468796967409,0.000126198312580755,0.00081196645875783
2017,19,HookLine,0.0206738312610249,0.000126198312580755,0.0163820187752476
2017,19,Seines,0,0.000126198312580755,0
2017,19,PelTrawl,0.00314781010954465,0.000126198312580755,0.00249433613268827
2017,2,Gill,0,0.0601305130863243,0
2017,2,HookLine,0,0.0601305130863243,0
2017,2,Other,0,0.0601305130863243,0
2017,2,Demtrawl,0,0.0601305130863243,0
2017,2,Seines,0,0.0601305130863243,0
2017,2,PelTrawl,0,0.0601305130863243,0
2017,20,Demtrawl,0.000131819224601601,0.000266291029545944,4.95019395983286e-05
2017,20,Other,0.000307150920603441,0.000266291029545944,0.000115344073409896
2017,20,Gill,0.00213521308946572,0.000266291029545944,0.000801834403925093
2017,20,HookLine,0,0.000266291029545944,0
2017,20,Seines,0,0.000266291029545944,0
2017,20,PelTrawl,0.000350660154497223,0.000266291029545944,0.00013168305184562
2017,21,HookLine,0.0165750033382363,9.07110176298469e-06,0.182723155040238
2017,21,Other,0,9.07110176298469e-06,0
2017,21,Seines,0,9.07110176298469e-06,0
2017,21,PelTrawl,0,9.07110176298469e-06,0
2017,21,Gill,6.63413303602037e-05,9.07110176298469e-06,0.000731348099642256
2017,21,Demtrawl,0,9.07110176298469e-06,0
2017,22,Seines,0,9.25080736574575e-05,0
2017,22,PelTrawl,0,9.25080736574575e-05,0
2017,22,Gill,0,9.25080736574575e-05,0
2017,22,Demtrawl,0,9.25080736574575e-05,0
2017,22,HookLine,0,9.25080736574575e-05,0
2017,22,Other,0,9.25080736574575e-05,0
2017,23,PelTrawl,0,3.95963367557171e-05,0
2017,23,Seines,0,3.95963367557171e-05,0
2017,23,Gill,0,3.95963367557171e-05,0
2017,23,Demtrawl,0,3.95963367557171e-05,0
2017,23,Other,0,3.95963367557171e-05,0
2017,23,HookLine,0,3.95963367557171e-05,0
2017,24,PelTrawl,0,6.48932419774464e-06,0
2017,24,Demtrawl,0,6.48932419774464e-06,0
2017,24,Other,0,6.48932419774464e-06,0
2017,24,Gill,0,6.48932419774464e-06,0
2017,24,HookLine,0,6.48932419774464e-06,0
2017,24,Seines,0,6.48932419774464e-06,0
2017,25,HookLine,0,1.09082786046238e-05,0
2017,25,Demtrawl,0,1.09082786046238e-05,0
2017,25,Seines,0,1.09082786046238e-05,0
2017,25,Other,0,1.09082786046238e-05,0
2017,25,PelTrawl,0,1.09082786046238e-05,0
2017,25,Gill,0,1.09082786046238e-05,0
2017,26,Seines,0,4.75502722243235e-06,0
2017,26,Gill,0,4.75502722243235e-06,0
2017,26,Other,0,4.75502722243235e-06,0
2017,26,PelTrawl,0,4.75502722243235e-06,0
2017,26,Demtrawl,0,4.75502722243235e-06,0
2017,26,HookLine,0,4.75502722243235e-06,0
2017,27,Seines,0,1.48082508687476e-06,0
2017,27,PelTrawl,0,1.48082508687476e-06,0
2017,27,Gill,0,1.48082508687476e-06,0
2017,27,Demtrawl,0,1.48082508687476e-06,0
2017,27,HookLine,0,1.48082508687476e-06,0
2017,27,Other,0,1.48082508687476e-06,0
2017,28,Gill,0,1.19879761747428e-05,0
2017,28,Demtrawl,0,1.19879761747428e-05,0
2017,28,Seines,0,1.19879761747428e-05,0
2017,28,HookLine,0,1.19879761747428e-05,0
2017,28,Other,0,1.19879761747428e-05,0
2017,28,PelTrawl,0,1.19879761747428e-05,0
2017,29,Demtrawl,0,1.49867046851376e-06,0
2017,29,Seines,0,1.49867046851376e-06,0
2017,29,HookLine,0,1.49867046851376e-06,0
2017,29,Gill,0,1.49867046851376e-06,0
2017,29,Other,0,1.49867046851376e-06,0
2017,29,PelTrawl,0,1.49867046851376e-06,0
2017,3,HookLine,0.00133025619294059,0.249086392795183,5.34054140016562e-07
2017,3,Other,0.000205543833129294,0.249086392795183,8.25190934047961e-08
2017,3,Seines,0.00526733459521375,0.249086392795183,2.11466171881373e-06
2017,3,PelTrawl,0,0.249086392795183,0
2017,3,Gill,0.00614526203619133,0.249086392795183,2.46712073157863e-06
2017,3,Demtrawl,0.00240089115917086,0.249086392795183,9.63878890463941e-07
2017,30,HookLine,0,2.19136873449549e-06,0
2017,30,Other,0,2.19136873449549e-06,0
2017,30,Demtrawl,0,2.19136873449549e-06,0
2017,30,Gill,0,2.19136873449549e-06,0
2017,30,PelTrawl,0,2.19136873449549e-06,0
2017,30,Seines,0,2.19136873449549e-06,0
2017,4,Other,0.0256437708506301,0.136345632372081,1.8807915152463e-05
2017,4,Seines,0.0786399568620477,0.136345632372081,5.76769167401291e-05
2017,4,Gill,0.0210635882058904,0.136345632372081,1.54486710277663e-05
2017,4,HookLine,0.0707444269335294,0.136345632372081,5.18860969014916e-05
2017,4,PelTrawl,0.0260206649525946,0.136345632372081,1.90843406568282e-05
2017,4,Demtrawl,0.0163534697070521,0.136345632372081,1.19941280278229e-05
2017,5,PelTrawl,0.177557501741088,0.0281350656091376,0.000631089702109744
2017,5,Gill,0.0989467707041133,0.0281350656091376,0.000351684876369998
2017,5,HookLine,0.277096318561658,0.0281350656091376,0.000984878878233942
2017,5,Demtrawl,0.0734623457532414,0.0281350656091376,0.000261106004776412
2017,5,Seines,0.236003541218654,0.0281350656091376,0.000838823496974558
2017,5,Other,0.1617163317968,0.0281350656091376,0.000574785692855391
2017,6,Demtrawl,0.190172131970646,0.0436809793346499,0.00043536599881082
2017,6,Other,0.29806087269973,0.0436809793346499,0.000682358493879494
2017,6,PelTrawl,0.267610373419573,0.0436809793346499,0.000612647375346944
2017,6,HookLine,0.302646179291153,0.0436809793346499,0.000692855755299148
2017,6,Seines,0.361546563417558,0.0436809793346499,0.000827697933802417
2017,6,Gill,0.216543375946112,0.0436809793346499,0.000495738372272115
2017,7,Other,0.106457132385334,0.00665226859316436,0.00160031319984172
2017,7,HookLine,0.0674038248185594,0.00665226859316436,0.00101324569016683
2017,7,Seines,0.0843106418193142,0.00665226859316436,0.00126739683821469
2017,7,PelTrawl,0.102535199285193,0.00665226859316436,0.00154135687471421
2017,7,Demtrawl,0.125556814729829,0.00665226859316436,0.00188742852113408
2017,7,Gill,0.113204624491484,0.00665226859316436,0.00170174464404232
2017,8,HookLine,0.0183173157936418,0.0213546268216073,8.57768011900247e-05
2017,8,Other,0.0910713817396196,0.0213546268216073,0.000426471427013984
2017,8,Seines,0.0371299410923067,0.0213546268216073,0.000173873050568776
2017,8,PelTrawl,0.0969287848344348,0.0213546268216073,0.000453900626052426
2017,8,Gill,0.0979282345516402,0.0213546268216073,0.00045858087509426
2017,8,Demtrawl,0.116164746154511,0.0213546268216073,0.000543979284325266
2017,9,Seines,0.0392721711529256,0.0152403929841003,0.000257684767012876
2017,9,PelTrawl,0.084318582034595,0.0152403929841003,0.000553257269169905
2017,9,Gill,0.0976559028069139,0.0152403929841003,0.000640770240693888
2017,9,Demtrawl,0.113912707223951,0.0152403929841003,0.000747439435077503
2017,9,HookLine,0,0.0152403929841003,0
2017,9,Other,0.0827248140078513,0.0152403929841003,0.000542799743380337
2018,0,Demtrawl,0,0.375596081205119,0
2018,0,Gill,0,0.375596081205119,0
2018,0,PelTrawl,0,0.375596081205119,0
2018,0,Seines,0,0.375596081205119,0
2018,0,HookLine,0,0.375596081205119,0
2018,0,Other,0,0.375596081205119,0
2018,1,Gill,0,0.0606836855696227,0
2018,1,HookLine,0,0.0606836855696227,0
2018,1,PelTrawl,0,0.0606836855696227,0
2018,1,Other,0,0.0606836855696227,0
2018,1,Demtrawl,0,0.0606836855696227,0
2018,1,Seines,0,0.0606836855696227,0
2018,10,Gill,0.0391586059696711,0.0086169513554651,0.000454436892519252
2018,10,Demtrawl,0.0800287204296306,0.0086169513554651,0.00092873589658684
2018,10,Other,0.0731767086398756,0.0086169513554651,0.000849218077498662
2018,10,PelTrawl,0.00555798681605133,0.0086169513554651,6.45006172922899e-05
2018,10,HookLine,0,0.0086169513554651,0
2018,10,Seines,0.0154916556154463,0.0086169513554651,0.000179781165941259
2018,11,Gill,0.0534906814793758,0.00997387810814222,0.000536307752104053
2018,11,Demtrawl,0.0798475404467027,0.00997387810814222,0.000800566635976018
2018,11,Other,0.101763142854947,0.00997387810814222,0.00102029663638933
2018,11,HookLine,0.0298896679042886,0.00997387810814222,0.000299679498588298
2018,11,Seines,0.0114488717216322,0.00997387810814222,0.000114788566668826
2018,11,PelTrawl,0.000636363636363636,0.00997387810814222,6.38030292193102e-06
2018,12,HookLine,0.00636079349164544,0.00528916364898556,0.000120260856229423
2018,12,Other,0.0601293306292862,0.00528916364898556,0.00113684004919792
2018,12,Seines,0.0061149446081405,0.00528916364898556,0.000115612694443919
2018,12,PelTrawl,0,0.00528916364898556,0
2018,12,Gill,0.0378114612208823,0.00528916364898556,0.000714885447496683
2018,12,Demtrawl,0.0615661014184078,0.00528916364898556,0.00116400447224234
2018,13,Seines,0.000211667602648805,0.00296728816966568,7.13336860277555e-06
2018,13,Gill,0.0372519581314143,0.00296728816966568,0.00125542097704691
2018,13,Other,0.031334298611094,0.00296728816966568,0.00105599108746571
2018,13,PelTrawl,0,0.00296728816966568,0
2018,13,Demtrawl,0.0246691092726245,0.00296728816966568,0.000831368841247527
2018,13,HookLine,0.0152366409335724,0.00296728816966568,0.000513487065035853
2018,14,PelTrawl,0,0.0026488924079508,0
2018,14,Gill,0.0192569914605647,0.0026488924079508,0.000726982772224486
2018,14,Seines,0,0.0026488924079508,0
2018,14,Demtrawl,0.0261690022625505,0.0026488924079508,0.000987922430673392
2018,14,HookLine,0.0442286801881865,0.0026488924079508,0.00166970466808813
2018,14,Other,0.0165953709862873,0.0026488924079508,0.000626502267003197
2018,15,Demtrawl,0.00832063409314837,0.00212260385765731,0.000392001270662521
2018,15,PelTrawl,0,0.00212260385765731,0
2018,15,HookLine,0.0403451093275588,0.00212260385765731,0.00190073664391089
2018,15,Other,0.00523129613392704,0.00212260385765731,0.000246456545108739
2018,15,Gill,0.0116409457622473,0.00212260385765731,0.00054842761734614
2018,15,Seines,0,0.00212260385765731,0
2018,16,HookLine,0.0347509148301314,0.00128306805815592,0.00270842334584159
2018,16,Other,0.00756821907451175,0.00128306805815592,0.000589853283807026
2018,16,Seines,0,0.00128306805815592,0
2018,16,Demtrawl,0.00938086581647453,0.00128306805815592,0.000731127687018963
2018,16,PelTrawl,0,0.00128306805815592,0
2018,16,Gill,0.0448867460573337,0.00128306805815592,0.00349839166924993
2018,17,Other,0.0085909012738324,0.000503016582686457,0.00170787635428459
2018,17,Seines,0,0.000503016582686457,0
2018,17,Gill,0.0296999725096751,0.000503016582686457,0.00590437244654175
2018,17,HookLine,0,0.000503016582686457,0
2018,17,PelTrawl,0,0.000503016582686457,0
2018,17,Demtrawl,0.00600266540733251,0.000503016582686457,0.00119333350309728
2018,18,Seines,0,0.000275538714316218,0
2018,18,PelTrawl,0,0.000275538714316218,0
2018,18,Gill,0.00951325619104294,0.000275538714316218,0.00345260237373584
2018,18,Demtrawl,0.00263151381932374,0.000275538714316218,0.000955043223546339
2018,18,HookLine,0.019309394102677,0.000275538714316218,0.00700786971101159
2018,18,Other,0.00716599636762236,0.000275538714316218,0.00260072214730537
2018,19,Gill,2.00238037053143e-05,0.000394274124397368,5.07865022487081e-06
2018,19,Demtrawl,0.00231759577241475,0.000394274124397368,0.000587813307798757
2018,19,Other,0,0.000394274124397368,0
2018,19,HookLine,5.524316712301e-06,0.000394274124397368,1.40113600423175e-06
2018,19,Seines,0,0.000394274124397368,0
2018,19,PelTrawl,0,0.000394274124397368,0
2018,2,Gill,0,0.191624871207576,0
2018,2,HookLine,0,0.191624871207576,0
2018,2,Other,0,0.191624871207576,0
2018,2,Demtrawl,0,0.191624871207576,0
2018,2,Seines,0,0.191624871207576,0
2018,2,PelTrawl,0,0.191624871207576,0
2018,20,Demtrawl,0.00158361543696174,7.24228123921529e-05,0.00218662515946885
2018,20,Other,0,7.24228123921529e-05,0
2018,20,Gill,0.000126066379407868,7.24228123921529e-05,0.00017406998602215
2018,20,HookLine,5.524316712301e-06,7.24228123921529e-05,7.62786825011448e-06
2018,20,Seines,0,7.24228123921529e-05,0
2018,20,PelTrawl,0,7.24228123921529e-05,0
2018,21,HookLine,0,0.000152975264247919,0
2018,21,Other,0,0.000152975264247919,0
2018,21,Seines,0,0.000152975264247919,0
2018,21,PelTrawl,0,0.000152975264247919,0
2018,21,Gill,0,0.000152975264247919,0
2018,21,Demtrawl,0,0.000152975264247919,0
2018,22,Seines,0,5.2158578148678e-06,0
2018,22,PelTrawl,0,5.2158578148678e-06,0
2018,22,Gill,0,5.2158578148678e-06,0
2018,22,Demtrawl,0,5.2158578148678e-06,0
2018,22,HookLine,0,5.2158578148678e-06,0
2018,22,Other,0,5.2158578148678e-06,0
2018,23,PelTrawl,0,5.3235964859869e-05,0
2018,23,Seines,0,5.3235964859869e-05,0
2018,23,Gill,0,5.3235964859869e-05,0
2018,23,Demtrawl,0,5.3235964859869e-05,0
2018,23,Other,0,5.3235964859869e-05,0
2018,23,HookLine,0,5.3235964859869e-05,0
2018,24,PelTrawl,0,2.28035911839954e-05,0
2018,24,Demtrawl,8.73728672184598e-07,2.28035911839954e-05,3.83153980061622e-06
2018,24,Other,0,2.28035911839954e-05,0
2018,24,Gill,0,2.28035911839954e-05,0
2018,24,HookLine,0,2.28035911839954e-05,0
2018,24,Seines,0,2.28035911839954e-05,0
2018,25,HookLine,0.0302693503546475,3.73973781458794e-06,0.809397659819175
2018,25,Demtrawl,6.85712993268359e-05,3.73973781458794e-06,0.00183358574120767
2018,25,Seines,0,3.73973781458794e-06,0
2018,25,Other,0,3.73973781458794e-06,0
2018,25,PelTrawl,0,3.73973781458794e-06,0
2018,25,Gill,0.000207663682347371,3.73973781458794e-06,0.00555289415042194
2018,26,Seines,0,6.29008285562671e-06,0
2018,26,Gill,0,6.29008285562671e-06,0
2018,26,Other,0,6.29008285562671e-06,0
2018,26,PelTrawl,0,6.29008285562671e-06,0
2018,26,Demtrawl,0,6.29008285562671e-06,0
2018,26,HookLine,0,6.29008285562671e-06,0
2018,27,Seines,0,2.74337970627511e-06,0
2018,27,PelTrawl,0,2.74337970627511e-06,0
2018,27,Gill,0,2.74337970627511e-06,0
2018,27,Demtrawl,0,2.74337970627511e-06,0
2018,27,HookLine,0,2.74337970627511e-06,0
2018,27,Other,0,2.74337970627511e-06,0
2018,28,Gill,0,8.54761920549702e-07,0
2018,28,Demtrawl,0,8.54761920549702e-07,0
2018,28,Seines,0,8.54761920549702e-07,0
2018,28,HookLine,0,8.54761920549702e-07,0
2018,28,Other,0,8.54761920549702e-07,0
2018,28,PelTrawl,0,8.54761920549702e-07,0
2018,29,Demtrawl,0,6.92271064914311e-06,0
2018,29,Seines,0,6.92271064914311e-06,0
2018,29,HookLine,0,6.92271064914311e-06,0
2018,29,Gill,0,6.92271064914311e-06,0
2018,29,Other,0,6.92271064914311e-06,0
2018,29,PelTrawl,0,6.92271064914311e-06,0
2018,3,HookLine,0.0234610272323657,0.0384310543314239,6.10470559304491e-05
2018,3,Other,0.00109119843051397,0.0384310543314239,2.83936636529311e-06
2018,3,Seines,0.00334357118293121,0.0384310543314239,8.70018072909664e-06
2018,3,PelTrawl,0,0.0384310543314239,0
2018,3,Gill,0.0519544522996741,0.0384310543314239,0.000135188724856795
2018,3,Demtrawl,0.00144660855961899,0.0384310543314239,3.76416568523894e-06
2018,30,HookLine,0,2.13284905200844e-06,0
2018,30,Other,0,2.13284905200844e-06,0
2018,30,Demtrawl,0,2.13284905200844e-06,0
2018,30,Gill,0,2.13284905200844e-06,0
2018,30,PelTrawl,0,2.13284905200844e-06,0
2018,30,Seines,0,2.13284905200844e-06,0
2018,4,Other,0.0304036497453826,0.157552430081721,1.92974806733305e-05
2018,4,Seines,0.067320204168108,0.157552430081721,4.27287628208526e-05
2018,4,Gill,0.187523392896417,0.157552430081721,0.000119022850234142
2018,4,HookLine,0.601995642441282,0.157552430081721,0.000382092261051787
2018,4,PelTrawl,0.0395768353510289,0.157552430081721,2.51197873181015e-05
2018,4,Demtrawl,0.0465454437032274,0.157552430081721,2.95428281741417e-05
2018,5,PelTrawl,0.21024380279219,0.0839801863570543,0.000250349292984785
2018,5,Gill,0.0956513996863008,0.0839801863570543,0.000113897579697697
2018,5,HookLine,0.0732342862836801,0.0839801863570543,8.72042435965951e-05
2018,5,Demtrawl,0.135094968579375,0.0839801863570543,0.000160865287920413
2018,5,Seines,0.229997666318207,0.0839801863570543,0.000273871345486586
2018,5,Other,0.115093463595937,0.0839801863570543,0.000137048354604264
2018,6,Demtrawl,0.166242793348548,0.0167052817808097,0.000995151087720774
2018,6,Other,0.179415722737842,0.0167052817808097,0.00107400596465213
2018,6,PelTrawl,0.353472616988746,0.0167052817808097,0.00211593328162114
2018,6,HookLine,0.0670976342502083,0.0167052817808097,0.00040165520779953
2018,6,Seines,0.349892939506362,0.0167052817808097,0.00209450486437351
2018,6,Gill,0.0971495452123761,0.0167052817808097,0.000581549874387495
2018,7,Other,0.144703817268178,0.0251686243285583,0.000574937332208441
2018,7,HookLine,0.0103571677819214,0.0251686243285583,4.11511080093848e-05
2018,7,Seines,0.198417429104641,0.0251686243285583,0.000788352301319467
2018,7,PelTrawl,0.265274306338823,0.0251686243285583,0.00105398810390213
2018,7,Demtrawl,0.154963690346049,0.0251686243285583,0.000615701868815351
2018,7,Gill,0.117609636944592,0.0251686243285583,0.0004672867114598
2018,8,HookLine,0,0.0037777815210992,0
2018,8,Other,0.104446911242677,0.0037777815210992,0.00276476844040167
2018,8,Seines,0.0749339789399778,0.0037777815210992,0.00198354453589933
2018,8,PelTrawl,0.0792542547058676,0.0037777815210992,0.00209790466344405
2018,8,Gill,0.0837962979865262,0.0037777815210992,0.0022181351017394
2018,8,Demtrawl,0.095154742814326,0.0037777815210992,0.00251879951984728
2018,9,Seines,0.036079607218338,0.0120759915770973,0.000298771384428297
2018,9,PelTrawl,0.0362456826327794,0.0120759915770973,0.000300146637246097
2018,9,Gill,0.0745951559963685,0.0120759915770973,0.000617714541452993
2018,9,Demtrawl,0.0920100560544407,0.0120759915770973,0.000761925473920853
2018,9,HookLine,0,0.0120759915770973,0
2018,9,Other,0.101120563079939,0.0120759915770973,0.000837368612211679
